<Mickey_Rooney>	YAGOIMG00001
<Salvador_(film)>	YAGOIMG05675
<Over_the_Top_(film)>	YAGOIMG05676
<Second_French_Empire>	YAGOIMG05677
<Oswego_County,_New_York>	YAGOIMG05678
<Hans_Christian_Andersen>	YAGOIMG05679
<Jerry_Garcia>	YAGOIMG05680
<Bulgaria_national_football_team>	YAGOIMG05681
<Windows_Vista>	YAGOIMG05682
<Showtime_(film)>	YAGOIMG05683
<Northern_Territory>	YAGOIMG05684
<Alok_Nath>	YAGOIMG05685
<University_of_Guelph>	YAGOIMG05686
<Gary_Tomlin>	YAGOIMG05687
<Gramercy_Pictures>	YAGOIMG05688
<Santo_Domingo>	YAGOIMG05689
<Tyra_Banks>	YAGOIMG05690
<Bono>	YAGOIMG05691
<Gila_County,_Arizona>	YAGOIMG05692
<Richard_Masur>	YAGOIMG05693
<Chicago_(2002_film)>	YAGOIMG05694
<Sunderland_A.F.C.>	YAGOIMG05695
<Fair_Game_(2010_film)>	YAGOIMG05696
<Tbilisi>	YAGOIMG05697
<Home_Alone>	YAGOIMG05698
<Spike_Stent>	YAGOIMG05699
<Ann_Curry>	YAGOIMG05700
<Martin_Landau>	YAGOIMG05701
<Butte,_Montana>	YAGOIMG05702
<Penelope_Wilton>	YAGOIMG05703
<Cook_Islands>	YAGOIMG05704
<Kuala_Lumpur>	YAGOIMG05705
<Asleep_at_the_Wheel>	YAGOIMG05706
<Reversal_of_Fortune>	YAGOIMG05707
<The_Ten_Commandments_(1956_film)>	YAGOIMG05708
<Adolph_Zukor>	YAGOIMG05709
<New_Hampshire's_1st_congressional_district>	YAGOIMG05710
<Babylon_5>	YAGOIMG05711
<Charles_Cornwallis,_1st_Marquess_Cornwallis>	YAGOIMG05712
<Case_Western_Reserve_University>	YAGOIMG05713
<Elia_Kazan>	YAGOIMG05714
<Jennifer_Hudson>	YAGOIMG05715
<Nome_Census_Area,_Alaska>	YAGOIMG05716
<Sal_Buscema>	YAGOIMG05717
<Ken_Adam>	YAGOIMG05718
<Om_Shivpuri>	YAGOIMG05719
<Nicholas_II_of_Russia>	YAGOIMG05720
<Guelph>	YAGOIMG05721
<29th_Academy_Awards>	YAGOIMG05722
<Bucharest>	YAGOIMG05723
<Lufthansa>	YAGOIMG05724
<West_Bengal>	YAGOIMG05725
<Michael_Moriarty>	YAGOIMG05726
<Ann_Arbor,_Michigan>	YAGOIMG05727
<Basingstoke>	YAGOIMG05728
<David_Mansfield>	YAGOIMG05729
<Alyssa_Milano>	YAGOIMG05730
<Chicago_Blackhawks>	YAGOIMG05731
<Peterborough,_Ontario>	YAGOIMG05732
<Jack_Bruce>	YAGOIMG05733
<Bologna>	YAGOIMG05734
<Black_Hawk_Down_(film)>	YAGOIMG05735
<Alison_Krauss>	YAGOIMG05736
<Larry_Charles>	YAGOIMG05737
<The_Spy_Who_Came_in_from_the_Cold_(film)>	YAGOIMG05738
<Aligarh_Muslim_University>	YAGOIMG05739
<Togo>	YAGOIMG05740
<Ashford,_Kent>	YAGOIMG05741
<The_Cleveland_Show>	YAGOIMG05742
<Marlene_Dietrich>	YAGOIMG05743
<Peter_David>	YAGOIMG05744
<Leander_Paes>	YAGOIMG05745
<Portland_Timbers>	YAGOIMG05746
<Eau_Claire,_Wisconsin>	YAGOIMG05747
<Mark_Berger_(sound_engineer)>	YAGOIMG05748
<Albany_Devils>	YAGOIMG05749
<Flight_(2012_film)>	YAGOIMG05750
<Rob_Paulsen>	YAGOIMG05751
<TNT_(TV_channel)>	YAGOIMG05752
<Louisville_Cardinals_football>	YAGOIMG05753
<American_International_Pictures>	YAGOIMG05754
<McLean_County,_Illinois>	YAGOIMG05755
<Harry_Warren>	YAGOIMG05756
<Alain_Johannes>	YAGOIMG05757
<Bobby_Deol>	YAGOIMG05758
<Orson_Scott_Card>	YAGOIMG05759
<Michael_Imperioli>	YAGOIMG05760
<Bandung>	YAGOIMG05761
<Lauryn_Hill>	YAGOIMG05762
<Suriname>	YAGOIMG05763
<Patrick_Swayze>	YAGOIMG05764
<Cincinnati_Reds>	YAGOIMG05765
<21_Grams>	YAGOIMG05766
<Gilbert_Gottfried>	YAGOIMG05767
<Anne_Bancroft>	YAGOIMG05768
<Perugia>	YAGOIMG05769
<Adam_Goldberg>	YAGOIMG05770
<C._S._Lewis>	YAGOIMG05771
<Key_West,_Florida>	YAGOIMG05772
<Santa_Fe,_New_Mexico>	YAGOIMG05773
<Unforgiven>	YAGOIMG05774
<Medal_of_Honor>	YAGOIMG05775
<Thomas_Newman>	YAGOIMG05776
<Liberal_Party_(Philippines)>	YAGOIMG05777
<Zoe_Saldana>	YAGOIMG05778
<Pride_&_Prejudice_(2005_film)>	YAGOIMG05779
<West_Berkshire>	YAGOIMG05780
<The_Scarlet_Letter_(1995_film)>	YAGOIMG05781
<Jason_Biggs>	YAGOIMG05782
<David_Fury>	YAGOIMG05783
<Fred_Frith>	YAGOIMG05784
<ECW_on_TNN>	YAGOIMG05785
<Dawn_French>	YAGOIMG05786
<Ramones>	YAGOIMG05787
<Aberdeen>	YAGOIMG05788
<Charles_Rangel>	YAGOIMG05789
<Ranjeet>	YAGOIMG05790
<Brooklyn>	YAGOIMG05791
<Ursula_K._Le_Guin>	YAGOIMG05792
<45th_Annual_Grammy_Awards>	YAGOIMG05793
<The_Producers_(2005_film)>	YAGOIMG05794
<Silver_Pictures>	YAGOIMG05795
<Cleveland_State_University>	YAGOIMG05796
<Vinnie_Jones>	YAGOIMG05797
<CBS_Corporation>	YAGOIMG05798
<The_Usual_Suspects>	YAGOIMG05799
<SD_Eibar>	YAGOIMG05800
<Kaley_Cuoco>	YAGOIMG05801
<Superman_II>	YAGOIMG05802
<Union_College>	YAGOIMG05803
<Bappi_Lahiri>	YAGOIMG05804
<Fayetteville,_North_Carolina>	YAGOIMG05805
<Tyrone_Power>	YAGOIMG05806
<Rod_Steiger>	YAGOIMG05807
<Barnard_College>	YAGOIMG05808
<FC_Torpedo_Moscow>	YAGOIMG05809
<Cyril_J._Mockridge>	YAGOIMG05810
<Porto>	YAGOIMG05811
<Murray_Rothbard>	YAGOIMG05812
<Gina_Gershon>	YAGOIMG05813
<June_Foray>	YAGOIMG05814
<Robert_Towne>	YAGOIMG05815
<Judy_Greer>	YAGOIMG05816
<Ryan_Adams>	YAGOIMG05817
<Don_Johnson>	YAGOIMG05818
<Cedar_Rapids,_Iowa>	YAGOIMG05819
<North_African_Campaign>	YAGOIMG05820
<Tuscaloosa,_Alabama>	YAGOIMG05821
<56th_Golden_Globe_Awards>	YAGOIMG05822
<Fulham>	YAGOIMG05823
<Michael_Jordan>	YAGOIMG05824
<IHeartMedia>	YAGOIMG05825
<Colorado_State_University>	YAGOIMG05826
<Allen_Covert>	YAGOIMG05827
<Dickinson_College>	YAGOIMG05828
<The_Grifters_(film)>	YAGOIMG05829
<Montreal_Alouettes>	YAGOIMG05830
<Ocean's_Thirteen>	YAGOIMG05831
<Dubuque,_Iowa>	YAGOIMG05832
<Eli_Wallach>	YAGOIMG05833
<Dischord_Records>	YAGOIMG05834
<Hilary_Swank>	YAGOIMG05835
<Bam_Margera>	YAGOIMG05836
<Summer_of_Sam>	YAGOIMG05837
<Brenda_Strong>	YAGOIMG05838
<That_'70s_Show>	YAGOIMG05839
<Metropolis_(2001_film)>	YAGOIMG05840
<Washington_Wizards>	YAGOIMG05841
<John_Frankenheimer>	YAGOIMG05842
<Gwinnett_County,_Georgia>	YAGOIMG05843
<Launceston,_Tasmania>	YAGOIMG05844
<Kim_Manners>	YAGOIMG05845
<Michael_Ballhaus>	YAGOIMG05846
<Broward_County,_Florida>	YAGOIMG05847
<Dean_Koontz>	YAGOIMG05848
<Middlesex_County,_New_Jersey>	YAGOIMG05849
<Julie_Andrews>	YAGOIMG05850
<Andy_Dick>	YAGOIMG05851
<Bugs_Bunny>	YAGOIMG05852
<Chris_Parnell>	YAGOIMG05853
<Tennessee_Williams>	YAGOIMG05854
<Robert_McKimson>	YAGOIMG05855
<Mercer_County,_New_Jersey>	YAGOIMG05856
<Alan_Menken>	YAGOIMG05857
<Entertainment_One>	YAGOIMG05858
<Woodrow_Wilson>	YAGOIMG05859
<Frances_McDormand>	YAGOIMG05860
<Jason_Marsden>	YAGOIMG05861
<Buckinghamshire>	YAGOIMG05862
<Marianne_Faithfull>	YAGOIMG05863
<Angela_Bassett>	YAGOIMG05864
<FC_Red_Bull_Salzburg>	YAGOIMG05865
<Lily_Tomlin>	YAGOIMG05866
<Richard_Edlund>	YAGOIMG05867
<Haifa>	YAGOIMG05868
<Parma>	YAGOIMG05869
<Daytime_Emmy_Award_for_Outstanding_Game_Show_Host>	YAGOIMG05870
<The_Matrix_Revolutions>	YAGOIMG05871
<PSV_Eindhoven>	YAGOIMG05872
<Gillingham_F.C.>	YAGOIMG05873
<Stuttgarter_Kickers>	YAGOIMG05874
<Jackass_3D>	YAGOIMG05875
<Lennie_Moore>	YAGOIMG05876
<Vietnam>	YAGOIMG05877
<French_Revolution>	YAGOIMG05878
<Brave_(2012_film)>	YAGOIMG05879
<58th_Annual_Grammy_Awards>	YAGOIMG05880
<William_Blake>	YAGOIMG05881
<Rush_Hour_2>	YAGOIMG05882
<Meet_the_Parents>	YAGOIMG05883
<Rory_Albanese>	YAGOIMG05884
<The_Sum_of_All_Fears_(film)>	YAGOIMG05885
<Drugstore_Cowboy>	YAGOIMG05886
<AC_Bellinzona>	YAGOIMG05887
<Splash_(film)>	YAGOIMG05888
<Mary_Astor>	YAGOIMG05889
<Natalie_Cole>	YAGOIMG05890
<David_E._Kelley>	YAGOIMG05891
<Erie,_Pennsylvania>	YAGOIMG05892
<Philip_Baker_Hall>	YAGOIMG05893
<Walter_M._Scott>	YAGOIMG05894
<Dayton,_Ohio>	YAGOIMG05895
<Emma_Stone>	YAGOIMG05896
<Killers_(2010_film)>	YAGOIMG05897
<Comoros>	YAGOIMG05898
<Liberal_Party_(UK)>	YAGOIMG05899
<Teachers_College,_Columbia_University>	YAGOIMG05900
<Creation_Records>	YAGOIMG05901
<Rain_Man>	YAGOIMG05902
<In_Harm's_Way>	YAGOIMG05903
<Tangled>	YAGOIMG05904
<University_of_Delaware>	YAGOIMG05905
<Jean_Cocteau>	YAGOIMG05906
<Halle_Berry>	YAGOIMG05907
<13th_Academy_Awards>	YAGOIMG05908
<University_of_Oklahoma>	YAGOIMG05909
<Amazon_Game_Studios>	YAGOIMG05910
<1956_Summer_Olympics>	YAGOIMG05911
<Milena_Canonero>	YAGOIMG05912
<Stanford_Law_School>	YAGOIMG05913
<Vijayakumar_(actor)>	YAGOIMG05914
<Mogadishu>	YAGOIMG05915
<San_Bernardino_County,_California>	YAGOIMG05916
<Danville,_Virginia>	YAGOIMG05917
<Nonesuch_Records>	YAGOIMG05918
<Patrick_Gallagher_(actor)>	YAGOIMG05919
<WarGames>	YAGOIMG05920
<Sandoval_County,_New_Mexico>	YAGOIMG05921
<American_Broadcasting_Company>	YAGOIMG05922
<Saw_(2004_film)>	YAGOIMG05923
<Daniel_Roebuck>	YAGOIMG05924
<Liberal_National_Party_of_Queensland>	YAGOIMG05925
<Saint_Petersburg_Conservatory>	YAGOIMG05926
<North_Yorkshire>	YAGOIMG05927
<2011_Sundance_Film_Festival>	YAGOIMG05928
<Franklin,_Tennessee>	YAGOIMG05929
<Nobel_Peace_Prize>	YAGOIMG05930
<Gustavo_Santaolalla>	YAGOIMG05931
<Evan_Rachel_Wood>	YAGOIMG05932
<Kolkata>	YAGOIMG05933
<Peyton_Place_(film)>	YAGOIMG05934
<Eddie_Marsan>	YAGOIMG05935
<Denver>	YAGOIMG05936
<Lock_Up_(film)>	YAGOIMG05937
<Plumas_County,_California>	YAGOIMG05938
<Stephen_Frears>	YAGOIMG05939
<Basic_Instinct_2>	YAGOIMG05940
<Fyvush_Finkel>	YAGOIMG05941
<Lantana_(film)>	YAGOIMG05942
<Montreal_Impact>	YAGOIMG05943
<Modena>	YAGOIMG05944
<Gulliver's_Travels_(2010_film)>	YAGOIMG05945
<Jeremy_Davies>	YAGOIMG05946
<Miami_Dolphins>	YAGOIMG05947
<Bruce_Campbell>	YAGOIMG05948
<John_Wells_(filmmaker)>	YAGOIMG05949
<Life_of_Pi_(film)>	YAGOIMG05950
<Jason_Robards>	YAGOIMG05951
<SK_Slavia_Prague>	YAGOIMG05952
<Tony_Randall>	YAGOIMG05953
<Brandenburg>	YAGOIMG05954
<CBS_Records_(2006)>	YAGOIMG05955
<Richmond,_Indiana>	YAGOIMG05956
<Roy_Thomas>	YAGOIMG05957
<Arapahoe_County,_Colorado>	YAGOIMG05958
<Peter_Facinelli>	YAGOIMG05959
<Texarkana,_Arkansas>	YAGOIMG05960
<Leonard_Nimoy>	YAGOIMG05961
<Anton_Yelchin>	YAGOIMG05962
<Siena>	YAGOIMG05963
<Bremen>	YAGOIMG05964
<Robert_De_Niro>	YAGOIMG05965
<Edward_Albee>	YAGOIMG05966
<Michael_Ironside>	YAGOIMG05967
<Roscoe_Arbuckle>	YAGOIMG05968
<Enthiran>	YAGOIMG05969
<Jane_Seymour_(actress)>	YAGOIMG05970
<Magnolia_Pictures>	YAGOIMG05971
<Turkey>	YAGOIMG05972
<National_Film_Board_of_Canada>	YAGOIMG05973
<Nord-Pas-de-Calais>	YAGOIMG05974
<Bryan_Cranston>	YAGOIMG05975
<Jay_Leno>	YAGOIMG05976
<Genoa_C.F.C.>	YAGOIMG05977
<The_Rocky_Horror_Picture_Show>	YAGOIMG05978
<63rd_Golden_Globe_Awards>	YAGOIMG05979
<Newcastle_upon_Tyne>	YAGOIMG05980
<Frankfurt>	YAGOIMG05981
<Kingdom_of_Sardinia>	YAGOIMG05982
<Marquette_University>	YAGOIMG05983
<Dick_Clark>	YAGOIMG05984
<Jenny_Agutter>	YAGOIMG05985
<Mars_Attacks!>	YAGOIMG05986
<Om_Puri>	YAGOIMG05987
<Notes_on_a_Scandal_(film)>	YAGOIMG05988
<Cape_Fear_(1991_film)>	YAGOIMG05989
<Philadelphia_Eagles>	YAGOIMG05990
<Fritz_Lang>	YAGOIMG05991
<FC_Vorskla_Poltava>	YAGOIMG05992
<John_Hawkes_(actor)>	YAGOIMG05993
<Tony_Walton>	YAGOIMG05994
<Survivor_(U.S._TV_series)>	YAGOIMG05995
<Stephen_Hawking>	YAGOIMG05996
<Berklee_College_of_Music>	YAGOIMG05997
<Pran_(actor)>	YAGOIMG05998
<The_Texas_Chainsaw_Massacre_(2003_film)>	YAGOIMG05999
<South_Korea>	YAGOIMG06000
<Isle_of_Wight>	YAGOIMG06001
<Burl_Ives>	YAGOIMG06002
<Victoria_(Australia)>	YAGOIMG06003
<Paddington>	YAGOIMG06004
<Conspiracy_Theory_(film)>	YAGOIMG06005
<I,_Robot_(film)>	YAGOIMG06006
<The_Boondocks_(TV_series)>	YAGOIMG06007
<Sufjan_Stevens>	YAGOIMG06008
<Anna_Paquin>	YAGOIMG06009
<Fayetteville,_Arkansas>	YAGOIMG06010
<Adolphe_Menjou>	YAGOIMG06011
<Bewitched_(2005_film)>	YAGOIMG06012
<Maid_in_Manhattan>	YAGOIMG06013
<Leo_Bertos>	YAGOIMG06014
<Gironde>	YAGOIMG06015
<Bendigo>	YAGOIMG06016
<Napoleon_Dynamite>	YAGOIMG06017
<Rayo_Vallecano>	YAGOIMG06018
<Stephen_Jay_Gould>	YAGOIMG06019
<Jennifer_Aniston>	YAGOIMG06020
<Sangamon_County,_Illinois>	YAGOIMG06021
<William_Cameron_Menzies>	YAGOIMG06022
<Roman_Holiday>	YAGOIMG06023
<Square_(company)>	YAGOIMG06024
<Austria-Hungary>	YAGOIMG06025
<Tillamook_County,_Oregon>	YAGOIMG06026
<Puss_in_Boots_(2011_film)>	YAGOIMG06027
<Bristol>	YAGOIMG06028
<Mitchell_Leisen>	YAGOIMG06029
<FC_Spartak_Moscow>	YAGOIMG06030
<Raphael_Saadiq>	YAGOIMG06031
<Union_Theological_Seminary_(New_York_City)>	YAGOIMG06032
<Box_Elder_County,_Utah>	YAGOIMG06033
<Sigmund_Freud>	YAGOIMG06034
<England_national_football_team>	YAGOIMG06035
<Dirk_Bogarde>	YAGOIMG06036
<Fat_Possum_Records>	YAGOIMG06037
<Leah_Laiman>	YAGOIMG06038
<Arizona>	YAGOIMG06039
<Igor_Stravinsky>	YAGOIMG06040
<Iron_Sky>	YAGOIMG06041
<Mexico>	YAGOIMG06042
<Gary_Summers>	YAGOIMG06043
<Thandie_Newton>	YAGOIMG06044
<Slash_(musician)>	YAGOIMG06045
<Missouri_Tigers_football>	YAGOIMG06046
<Karl_Stromberg>	YAGOIMG06047
<PFC_Litex_Lovech>	YAGOIMG06048
<San_Diego_State_Aztecs_football>	YAGOIMG06049
<John_Ottman>	YAGOIMG06050
<All_My_Children>	YAGOIMG06051
<Fred_Quimby>	YAGOIMG06052
<Jackie_Cooper>	YAGOIMG06053
<Akkineni_Nagarjuna>	YAGOIMG06054
<Jane_Campion>	YAGOIMG06055
<Eric_Tsang>	YAGOIMG06056
<Shirley_Knight>	YAGOIMG06057
<Elektra_(2005_film)>	YAGOIMG06058
<Kasper_Schmeichel>	YAGOIMG06059
<Atom_Egoyan>	YAGOIMG06060
<Ricky_Gervais>	YAGOIMG06061
<1908_Summer_Olympics>	YAGOIMG06062
<Sherri_Shepherd>	YAGOIMG06063
<Jennifer_Celotta>	YAGOIMG06064
<A._Sreekar_Prasad>	YAGOIMG06065
<The_Remains_of_the_Day_(film)>	YAGOIMG06066
<John_Madden>	YAGOIMG06067
<James_Caan>	YAGOIMG06068
<Leighton_Meester>	YAGOIMG06069
<Joe_Jackson_(musician)>	YAGOIMG06070
<Bobby_McFerrin>	YAGOIMG06071
<Orion_Pictures>	YAGOIMG06072
<Persepolis_(film)>	YAGOIMG06073
<Borj_Cédria,_Tunisia>	YAGOIMG06074
<Batman_(1989_film)>	YAGOIMG06075
<Mosul>	YAGOIMG06076
<Golden_Gate_Bridge>	YAGOIMG06077
<Toybox_Turbos>	YAGOIMG06078
<University_of_Louisville>	YAGOIMG06079
<Annabeth_Gish>	YAGOIMG06080
<Roxy_Music>	YAGOIMG06081
<Outkast>	YAGOIMG06082
<Ateneo_de_Manila_University>	YAGOIMG06083
<Hensley_Meulens>	YAGOIMG06084
<Oklahoma_City_Thunder>	YAGOIMG06085
<Trisha_(actress)>	YAGOIMG06086
<The_Specialist>	YAGOIMG06087
<Lombardy>	YAGOIMG06088
<Ray_Stark>	YAGOIMG06089
<Disney's_House_of_Mouse>	YAGOIMG06090
<Angie_Dickinson>	YAGOIMG06091
<Urawa_Red_Diamonds>	YAGOIMG06092
<Ron_Weiner>	YAGOIMG06093
<Texas_A&M_University>	YAGOIMG06094
<Fast_Five>	YAGOIMG06095
<Saint_John,_New_Brunswick>	YAGOIMG06096
<British_Isles>	YAGOIMG06097
<Lafayette,_Louisiana>	YAGOIMG06098
<Don_DeLillo>	YAGOIMG06099
<R._Madhavan>	YAGOIMG06100
<Final_Destination_(film)>	YAGOIMG06101
<Valletta>	YAGOIMG06102
<Carnegie_Mellon_University>	YAGOIMG06103
<Cecil_B._DeMille>	YAGOIMG06104
<Sacramento,_California>	YAGOIMG06105
<West_Dorset>	YAGOIMG06106
<Charles_Lang>	YAGOIMG06107
<KRS-One>	YAGOIMG06108
<North_Carolina_Tar_Heels_football>	YAGOIMG06109
<Bill_Finger>	YAGOIMG06110
<Murder_on_the_Orient_Express_(1974_film)>	YAGOIMG06111
<Pisa>	YAGOIMG06112
<Illinois>	YAGOIMG06113
<Holly_Hunter>	YAGOIMG06114
<Havok_(software)>	YAGOIMG06115
<University_of_Vienna>	YAGOIMG06116
<Eileen_Atkins>	YAGOIMG06117
<Marcello_Mastroianni>	YAGOIMG06118
<Lowell_High_School_(San_Francisco)>	YAGOIMG06119
<Franco_Zeffirelli>	YAGOIMG06120
<Galileo_Galilei>	YAGOIMG06121
<Tony_Award_for_Best_Original_Score>	YAGOIMG06122
<Micky_Dolenz>	YAGOIMG06123
<Linus_Pauling>	YAGOIMG06124
<Bright_Star_(film)>	YAGOIMG06125
<Celebrity_(film)>	YAGOIMG06126
<Henry_King_(director)>	YAGOIMG06127
<Mary_Lynn_Rajskub>	YAGOIMG06128
<John_Buscema>	YAGOIMG06129
<Anita_Baker>	YAGOIMG06130
<Lester_Holt>	YAGOIMG06131
<Upper_Austria>	YAGOIMG06132
<Queen's_University>	YAGOIMG06133
<Aegean_Sea>	YAGOIMG06134
<Kosi_Zone>	YAGOIMG06135
<Panathinaikos_F.C.>	YAGOIMG06136
<Mona_Lisa_(film)>	YAGOIMG06137
<The_Dreamers_(film)>	YAGOIMG06138
<Stardust_(2007_film)>	YAGOIMG06139
<Peter_Tolan>	YAGOIMG06140
<Washington_County,_Minnesota>	YAGOIMG06141
<Titanic_(1997_film)>	YAGOIMG06142
<Ryan_Gosling>	YAGOIMG06143
<Dave_Mustaine>	YAGOIMG06144
<Merced,_California>	YAGOIMG06145
<Carthage>	YAGOIMG06146
<Margot_Kidder>	YAGOIMG06147
<Sampler_(musical_instrument)>	YAGOIMG06148
<Fredericton>	YAGOIMG06149
<Saw_III>	YAGOIMG06150
<Johor>	YAGOIMG06151
<Wilkes-Barre,_Pennsylvania>	YAGOIMG06152
<Aliens_(film)>	YAGOIMG06153
<Provo,_Utah>	YAGOIMG06154
<Stoke-on-Trent>	YAGOIMG06155
<Evita_(1996_film)>	YAGOIMG06156
<Primetime_Emmy_Award_for_Outstanding_Animated_Program>	YAGOIMG06157
<Paul_Weller>	YAGOIMG06158
<Fukushima_Prefecture>	YAGOIMG06159
<Veracruz>	YAGOIMG06160
<67th_Golden_Globe_Awards>	YAGOIMG06161
<Larry_McMurtry>	YAGOIMG06162
<Tom_Ruegger>	YAGOIMG06163
<The_Host_(2006_film)>	YAGOIMG06164
<Popeye_(film)>	YAGOIMG06165
<Megumi_Hayashibara>	YAGOIMG06166
<Boston>	YAGOIMG06167
<Chris_Brown>	YAGOIMG06168
<Amy_Robach>	YAGOIMG06169
<Forms_of_government>	YAGOIMG06170
<Carl_Reiner>	YAGOIMG06171
<Las_Cruces,_New_Mexico>	YAGOIMG06172
<Judd_Nelson>	YAGOIMG06173
<Slovakia>	YAGOIMG06174
<Jason_Roberts_(footballer)>	YAGOIMG06175
<Montevideo>	YAGOIMG06176
<University_of_Houston>	YAGOIMG06177
<University_of_Texas_at_Austin>	YAGOIMG06178
<Cy_Coleman>	YAGOIMG06179
<Iran>	YAGOIMG06180
<Malcolm_X_(1992_film)>	YAGOIMG06181
<Brian_Drummond>	YAGOIMG06182
<Lawrence_Bender>	YAGOIMG06183
<Lucy_Lawless>	YAGOIMG06184
<Liguria>	YAGOIMG06185
<Martin_Scorsese>	YAGOIMG06186
<CS_Sedan_Ardennes>	YAGOIMG06187
<Seabiscuit_(film)>	YAGOIMG06188
<Stephen_J._Cannell>	YAGOIMG06189
<Poul_Anderson>	YAGOIMG06190
<Colo-Colo>	YAGOIMG06191
<Hayden_Christensen>	YAGOIMG06192
<Salma_Hayek>	YAGOIMG06193
<James_Brolin>	YAGOIMG06194
<Richie_Sambora>	YAGOIMG06195
<Onondaga_County,_New_York>	YAGOIMG06196
<West_Palm_Beach,_Florida>	YAGOIMG06197
<Kids'_WB>	YAGOIMG06198
<Washington_County,_Maryland>	YAGOIMG06199
<The_Painted_Veil_(2006_film)>	YAGOIMG06200
<Johnson_County,_Kansas>	YAGOIMG06201
<Gatineau>	YAGOIMG06202
<Howard_County,_Maryland>	YAGOIMG06203
<Kaunas>	YAGOIMG06204
<Sterling_Holloway>	YAGOIMG06205
<Soap_(TV_series)>	YAGOIMG06206
<This_Is_Spinal_Tap>	YAGOIMG06207
<Marilyn_Bergman>	YAGOIMG06208
<Mississippi>	YAGOIMG06209
<Natchez,_Mississippi>	YAGOIMG06210
<David_Thewlis>	YAGOIMG06211
<Adaptation_(film)>	YAGOIMG06212
<Elisha_Cuthbert>	YAGOIMG06213
<Natchitoches,_Louisiana>	YAGOIMG06214
<Deadwood_(TV_series)>	YAGOIMG06215
<Mike_Mills>	YAGOIMG06216
<Vince_Grella>	YAGOIMG06217
<Molly_Parker>	YAGOIMG06218
<Stephen_Dillane>	YAGOIMG06219
<A._R._Rahman>	YAGOIMG06220
<Lowell,_Massachusetts>	YAGOIMG06221
<Oxnard,_California>	YAGOIMG06222
<Kung_Fu_Hustle>	YAGOIMG06223
<Asia_Argento>	YAGOIMG06224
<Lynwood,_California>	YAGOIMG06225
<Belo_Horizonte>	YAGOIMG06226
<The_Wings_of_the_Dove_(1997_film)>	YAGOIMG06227
<Allegany_County,_Maryland>	YAGOIMG06228
<American_Dad!>	YAGOIMG06229
<C.F._Os_Belenenses>	YAGOIMG06230
<Jade_North>	YAGOIMG06231
<Kyushu>	YAGOIMG06232
<Milwaukee_County,_Wisconsin>	YAGOIMG06233
<Bradford>	YAGOIMG06234
<Hesse>	YAGOIMG06235
<Ellie_Kemper>	YAGOIMG06236
<Ringo_Starr>	YAGOIMG06237
<University_of_Minnesota>	YAGOIMG06238
<East_Sussex>	YAGOIMG06239
<Ray_Walston>	YAGOIMG06240
<North_Carolina_Central_University>	YAGOIMG06241
<Teton_County,_Wyoming>	YAGOIMG06242
<Patrick_McGoohan>	YAGOIMG06243
<New_York_Yankees>	YAGOIMG06244
<Kay_Alden>	YAGOIMG06245
<Rajinikanth>	YAGOIMG06246
<Marion_Cotillard>	YAGOIMG06247
<Prabhu_(actor)>	YAGOIMG06248
<Foo_Fighters>	YAGOIMG06249
<2009_World_Championships_in_Athletics>	YAGOIMG06250
<Bruce_Almighty>	YAGOIMG06251
<Fontana,_California>	YAGOIMG06252
<Ismaily_SC>	YAGOIMG06253
<Hunterdon_County,_New_Jersey>	YAGOIMG06254
<Richard_Day_(art_director)>	YAGOIMG06255
<Fort_Wayne,_Indiana>	YAGOIMG06256
<The_Temptations>	YAGOIMG06257
<Strasbourg>	YAGOIMG06258
<San_Antonio>	YAGOIMG06259
<Batman_Forever>	YAGOIMG06260
<Blackburn_Rovers_F.C.>	YAGOIMG06261
<University_of_Denver>	YAGOIMG06262
<Keith_Carradine>	YAGOIMG06263
<League_of_Nations>	YAGOIMG06264
<Mike_Figgis>	YAGOIMG06265
<Hudson_County,_New_Jersey>	YAGOIMG06266
<Simon_Property_Group>	YAGOIMG06267
<Mumford_(film)>	YAGOIMG06268
<Auburn_University>	YAGOIMG06269
<Buddy_Guy>	YAGOIMG06270
<Duran_Duran>	YAGOIMG06271
<ER_(TV_series)>	YAGOIMG06272
<East_St._Louis,_Illinois>	YAGOIMG06273
<34th_Berlin_International_Film_Festival>	YAGOIMG06274
<Community_(TV_series)>	YAGOIMG06275
<Davis_Entertainment>	YAGOIMG06276
<Up_in_the_Air_(2009_film)>	YAGOIMG06277
<Sheffield_United_F.C.>	YAGOIMG06278
<32nd_Berlin_International_Film_Festival>	YAGOIMG06279
<Swindon>	YAGOIMG06280
<David_Hemmings>	YAGOIMG06281
<Gary_Rydstrom>	YAGOIMG06282
<Mark_Tinker>	YAGOIMG06283
<Michael_Crichton>	YAGOIMG06284
<Metal_Blade_Records>	YAGOIMG06285
<Huntington,_New_York>	YAGOIMG06286
<The_Sopranos>	YAGOIMG06287
<Eastern_Cape>	YAGOIMG06288
<Netherlands_national_football_team>	YAGOIMG06289
<University_of_Madras>	YAGOIMG06290
<Cormac_McCarthy>	YAGOIMG06291
<Jack_Reacher_(film)>	YAGOIMG06292
<The_Cosby_Show>	YAGOIMG06293
<John_Barrowman>	YAGOIMG06294
<Kingston,_Jamaica>	YAGOIMG06295
<Anguilla>	YAGOIMG06296
<Hope_Davis>	YAGOIMG06297
<WCW_Monday_Nitro>	YAGOIMG06298
<Selangor>	YAGOIMG06299
